Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('Delano Avenue', 'Oneida Avenue')",-122.443793,37.7222268,3,3,1,1,0,0,1,1,0,3,0,3,None,None,178.7086025,89.99872958,0.002557916,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delano Avenue', 'Ottawa Avenue')",-122.4473752,37.7165159,3,3,1,1,0,0,1,1,0,3,0,3,None,None,152.3367967,110.6702819,0.011808589,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delano Avenue', 'Rudden Avenue')",-122.4423441,37.724564,3,3,1,1,0,0,1,1,0,3,0,3,None,None,178.6251567,98.11501575,0.254003621,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delano Avenue', 'San Juan Avenue')",-122.440517,37.7264338,4,4,1,1,0,0,1,1,0,4,0,4,None,None,196.3811836,97.06396294,0.16622085,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Delano Avenue', 'Santa Ynez Avenue')",-122.441619,37.7253668,4,4,1,1,1,0,1,1,0,4,0,4,None,None,221.5140043,98.99675443,0.245137206,0,-1,78.44561862,no,0,0,None,"{'residential': 2, 'cycleway': 6, 'track': 1}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Delano Avenue', 'Santa Ysabel Avenue')",-122.439681,37.7276768,3,3,1,1,0,0,1,1,0,3,0,3,None,None,195.8081457,96.51754096,0.062642988,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delano Avenue', 'Seneca Avenue')",-122.4445151,37.7210897,3,3,1,1,0,0,1,1,0,3,0,3,None,None,178.9584089,90.51763059,0.004012355,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delano Avenue', 'Shawnee Avenue')",-122.4462828,37.7182717,4,4,1,1,0,0,1,1,0,4,0,4,None,None,218.7375306,106.5344404,0.181393313,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Dell Street', 'East Blithedale Avenue')",-122.5422512,37.904331,3,3,1,1,0,0,1,1,0,3,0,3,None,None,186.7637088,111.2760221,0.04622501,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dell Street', 'Mountain View Avenue')",-122.5420881,37.905164,3,3,1,1,0,0,1,1,0,3,0,3,None,None,186.6692356,111.8466971,0.797044579,0.025737103,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dellbrook Avenue', 'Greenview Court')",-122.452102,37.75296,4,4,1,1,0,0,1,1,0,4,0,4,None,None,169.3700509,104.0729561,0.688228546,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Dellbrook Avenue', 'La Avanzada Street')",-122.4533885,37.7567279,3,3,1,1,0,0,1,1,0,3,0,3,None,None,170.5112777,93.76437859,0.403617236,0.280750459,-1,-1,no,0,0,None,"{'residential': 1, 'unclassified': 1, 'cycleway': 4}","{'residential': 1, 'unclassified': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dellbrook Avenue', 'Olympia Way')",-122.454384,37.7512716,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.63631025,117.5110422,1.019157897,0.064864196,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dellbrook Avenue', 'Panorama Drive')",-122.45257,37.753542,5,4,1,1,0,0,1,1,0,5,0,4,None,None,185.9569644,143.0050277,0.407918602,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,5,0,0,4,0
"('Delmar Street', 'Frederick Street')",-122.4455613,37.7673222,4,3,1,1,0,0,1,1,0,3,0,2,None,None,144.4940629,90.14704111,0.025927933,0.000342389,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 2, 'cycleway': 2}",25,25,25,25,0,3,1,0,3,0
"('Delmar Street', 'Waller Street')",-122.4459415,37.7691898,2,3,1,1,0,0,1,1,0,2,0,3,None,no,142.3357436,90.08822697,0.000969231,2.68E-05,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('Delta Street', 'Hamilton Street')",-122.406684,37.7192191,4,4,1,1,0,0,1,1,0,4,0,4,None,None,176.012131,125.0128436,0.609959049,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Delta Street', 'Harkness Avenue')",-122.4069917,37.7184912,3,3,1,1,0,0,1,1,0,3,0,3,None,None,157.155613,89.91398086,0.006427814,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delta Street', 'Leland Avenue')",-122.4094936,37.7131354,3,3,1,1,0,0,1,1,0,3,0,3,None,None,169.108281,90.40486357,0.155740897,0.004482889,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delta Street', 'Melra Court', 'Sunnydale Avenue')",-122.4104595,37.7103591,4,4,1,1,0,0,1,1,0,4,0,4,None,None,168.0161579,92.22234124,0.436581882,0,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 5}","{'residential': 3, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Delta Street', 'Raymond Avenue')",-122.4091977,37.7138174,4,4,1,1,0,0,1,1,0,4,0,4,None,None,170.0452509,91.08014631,0.196904353,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Delta Street', 'Teddy Avenue')",-122.4086203,37.7151594,4,4,1,1,0,0,1,1,0,4,0,4,None,None,169.5765822,90.55507664,0.008922564,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Delta Street', 'Tioga Avenue')",-122.4077506,37.7171792,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.46140237,89.65994936,0.001125991,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Delta Street', 'Tucker Avenue')",-122.4080311,37.7164834,3,3,1,1,0,0,1,1,0,3,0,3,None,None,104.7046051,92.2509357,0.463791456,0.001124991,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Delta Street', 'Visitacion Avenue')",-122.4097493,37.7119549,3,3,1,1,0,0,1,1,0,3,0,3,None,None,170.068171,89.99733227,0.007742305,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Delta Street', 'Wilde Avenue')",-122.4073749,37.7178487,4,4,1,1,0,0,1,1,0,4,0,4,None,None,31.41908378,90.68741866,0.015789588,0,78.99465892,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Deming Street', 'Uranus Terrace')",-122.4453244,37.7604803,3,3,1,1,0,0,1,1,0,3,0,3,None,None,74.21816277,102.6141957,0.500853833,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Denslowe Drive', 'Lyndhurst Drive')",-122.4742596,37.7240837,2,2,1,1,1,1,1,1,0,2,0,2,None,None,161.9691432,122.3272141,0.141857723,0.000110375,-1,102.3205122,no,0,0,None,"{'residential': 2, 'cycleway': 3, 'track': 1}","{'residential': 2, 'cycleway': 2, 'track': 1}",25,25,25,25,0,1,1,0,1,1
"('Desmond Street', 'Leland Avenue')",-122.4048363,37.7115986,3,3,1,1,0,0,1,1,0,3,0,3,None,None,176.3886635,95.80759392,0.032122443,0.008528463,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Desmond Street', 'Visitacion Avenue')",-122.4052485,37.7107006,4,4,1,1,0,0,1,1,0,4,0,4,None,None,171.2043781,93.59066148,0.250946894,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 6}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Flood Avenue')",-122.4443081,37.7298969,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.1727202,90.21229686,0.001792531,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Hearst Avenue')",-122.4443148,37.7307155,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.168037,90.06223064,4.91E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Joost Avenue')",-122.4443254,37.7323471,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1683049,90.01977314,7.19E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Detroit Street', 'Judson Avenue')",-122.4442947,37.7282805,4,4,1,1,0,0,1,1,0,4,0,4,None,None,25.74626001,90.31274057,0.001806647,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Mangels Avenue')",-122.444331,37.7330881,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.1683026,90.05298996,0.000390168,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Melrose Avenue')",-122.4443274,37.733809,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.1724391,91.68718814,0.120319987,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Staples Avenue')",-122.4443014,37.7290939,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.1735659,90.09157491,0.000736016,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Detroit Street', 'Stillings Avenue', 'Vista Verde Court')",-122.4443333,37.7345532,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.1718256,122.931589,0.740907364,0,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 5}","{'residential': 3, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Devonshire Way', 'Oak Park Drive')",-122.4605609,37.7550306,5,5,1,1,0,0,1,1,0,5,0,5,None,None,169.5298536,148.9484583,0.380306455,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Devonshire Way', 'Warren Drive')",-122.4612459,37.7544951,4,4,1,1,0,0,1,1,0,4,0,4,None,None,225.4657186,120.0078612,0.670330087,4.20E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Diamond Cove Terrace', 'Emerald Cove Terrace')",-122.3952579,37.7130859,2,3,1,1,0,0,1,1,0,2,0,2,None,None,183.9039973,93.26432009,0.303493464,0.106569134,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'motorway_link': 1, 'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,1
"('Diamond Heights Boulevard', 'Diamond Street')",-122.4356351,37.74154575,4,5,2,1,0,0,2,1,0,4,0,5,None,None,53.31414173,156.0756772,1.213405838,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 3}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",30,25,30,25,4,0,0,2,1,2
"('Diamond Heights Boulevard', 'Duncan Street')",-122.440118,37.7453146,4,4,2,1,0,0,2,1,0,4,0,4,None,None,23.70674212,128.3384395,0.34023454,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 5}","{'residential': 1, 'secondary': 1, 'cycleway': 5}",30,25,30,25,2,2,0,2,2,0
"('Diamond Heights Boulevard', 'Elk Street', 'Sussex Street')",-122.439714,37.7371968,3,3,2,1,0,0,1,1,0,3,0,3,None,None,158.2840369,91.57121603,0.662731622,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 2, 'cycleway': 3}","{'residential': 1, 'secondary': 2, 'cycleway': 3}",30,25,30,25,0,3,0,0,3,0
"('Diamond Heights Boulevard', 'Safira Lane')",-122.4401162,37.7463624,3,2,1,1,0,0,2,1,0,3,0,2,None,None,162.9755494,106.0150037,0.647773983,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 3}","{'residential': 1, 'secondary': 1, 'cycleway': 3}",30,25,30,25,1,1,1,1,1,0
"('Diamond Street', 'Duncan Street')",-122.4357571,37.7455554,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.7665328,91.73645248,0.13132437,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Diamond Street', 'Hiliritas Avenue')",-122.4369143,37.7378156,3,3,1,1,0,0,1,1,0,3,0,3,None,None,26.03277461,79.84663009,0.930904353,0.249640334,70.33224923,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Diamond Street', 'Moffitt Street')",-122.4346032,37.738797,3,3,1,1,0,0,1,1,0,3,0,3,None,None,60.71967817,137.9580541,0.869793227,0.000211279,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Diamond Street', 'Moreland Street')",-122.4356329,37.7385955,3,3,1,1,0,0,1,1,0,3,0,3,None,None,182.1045389,128.9999958,0.949785912,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Diamond Street', 'Poppy Lane')",-122.434713,37.7376303,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.679486,102.1443061,0.211788551,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Diamond Street', 'Surrey Street')",-122.4343984,37.7361732,5,5,1,1,0,0,1,1,0,5,0,5,None,None,179.0993094,155.6030612,0.805862044,5.31E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Diamond Street', 'Sussex Street')",-122.4347108,37.7372574,5,5,1,1,0,0,1,1,0,5,0,5,None,None,200.417715,139.6729878,0.802515334,5.35E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,5,0,0,5,0
"('Diana Street', 'Williams Avenue')",-122.3964095,37.7298101,3,3,1,1,1,1,1,1,0,3,0,3,None,None,36.35325923,90.52561658,0.024045287,0,68.40554294,42.15351245,no,0,0,None,"{'residential': 2, 'cycleway': 4, 'track': 1}","{'residential': 2, 'cycleway': 4, 'track': 2}",25,25,25,25,0,3,0,0,3,0
"('Diaz Avenue', 'Gonzalez Drive')",-122.4753957,37.7182013,3,3,1,1,0,0,1,1,0,3,0,3,None,None,161.7412561,91.18566949,0.253467116,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Diaz Avenue', 'Juan Bautista Circle')",-122.4771928,37.7180142,4,4,1,1,0,0,1,1,0,4,0,4,None,None,190.7056498,59.97765638,0.976625641,0.000204926,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Dichiera Court', 'Ellington Avenue')",-122.446214,37.7126228,3,3,1,1,0,0,1,1,0,3,0,3,None,None,225.9456791,89.95974651,0.009749398,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dickens Court', 'Seaver Drive')",-122.520344,37.9016821,3,3,1,1,0,0,1,1,0,3,0,3,None,None,140.6632366,167.162783,0.880521926,0.606772088,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Digby Street', 'Everson Street')",-122.4329868,37.7400737,2,2,1,1,0,0,1,1,0,2,0,2,None,None,15.47373485,144.5717702,1.389305845,0.894025479,67.70533138,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,1,1,0,1,1
"('Divisadero Street', 'Francisco Street')",-122.4430541,37.8009167,4,4,1,1,0,0,1,1,0,4,0,4,None,None,145.8536745,90.05430301,0.000147599,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 5}","{'residential': 1, 'tertiary': 1, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('Divisadero Street', 'Green Street')",-122.4419222,37.795323,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.378843,90.07521485,0.000420015,3.41E-05,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Divisadero Street', 'Jackson Street')",-122.4411783,37.7916393,4,4,1,1,0,0,1,1,0,4,0,4,None,no,16.42863857,90.15739096,0.000430371,4.11E-05,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Divisadero Street', 'Marina Boulevard')",-122.4440017,37.8055868,3,3,2,1,0,0,2,1,0,3,0,3,None,None,162.7743605,90.05635254,0.000178758,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'secondary': 1, 'cycleway': 4}","{'tertiary': 1, 'secondary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Divisadero Street', 'North Point Street')",-122.4434316,37.8027772,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.41105962,90.05405811,0,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Divisadero Street', 'Pacific Avenue')",-122.4413549,37.7925158,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3742241,90.09673208,0.000385002,4.65E-05,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Divisadero Street', 'Vallejo Street')",-122.4417335,37.7943892,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3951397,90.0949013,0.000944538,9.39E-05,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Divisadero Street', 'Washington Street')",-122.4410012,37.7907581,4,4,1,1,0,0,1,1,0,4,0,4,None,no,162.3792492,90.12431237,0.000592566,7.77E-05,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('Division Street', 'Florida Street', 'Treat Avenue')",-122.4117781,37.7687136,3,3,1,1,0,0,1,1,0,3,0,3,None,None,85.34968163,138.2225727,0.312239383,0.014488617,-1,-1,no,0,0,None,"{'residential': 3, 'cycleway': 3}","{'residential': 3, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Division Street', 'King Street')",-122.4023944,37.7698702,3,3,1,1,0,0,1,1,0,3,0,3,None,None,62.54813281,138.2618132,0.164672043,0.002030516,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Division Street', 'Rhode Island Street')",-122.4030693,37.7698379,3,3,1,1,0,0,1,1,0,3,0,3,None,None,175.9466077,91.99909853,0.724919607,8.46E-05,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,0,3,0,1,2,0
"('Division Street', 'Vermont Street')",-122.4049953,37.7697218,4,4,2,1,0,0,2,1,0,3,0,3,None,None,190.4361121,169.5521848,0.803991831,0,-1,-1,no,0,0,None,"{'motorway_link': 1, 'tertiary': 1, 'residential': 1, 'cycleway': 3}","{'motorway_link': 1, 'tertiary': 1, 'residential': 1, 'cycleway': 3}",25,25,25,25,1,3,0,2,2,0
"('Diviso Street', 'Vistazo Street East', 'Vistazo Street West')",-122.4516847,37.8762431,3,3,1,1,0,0,1,1,0,3,0,3,None,None,39.81059916,82.633674,0.890085876,0,41.21324883,-1,no,0,0,None,"{'residential': 3, 'cycleway': 3}","{'residential': 3, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('Dixon Court', 'Station Avenue')",-122.4690207,37.6944471,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.1772781,90.67970085,0.008764611,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dolan Avenue', 'Morning Sun Avenue')",-122.5301158,37.8807003,3,3,1,1,0,0,1,1,0,3,0,3,None,None,163.2189039,131.651657,0.432644355,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('Dolan Avenue', 'Shoreline Highway')",-122.5279079,37.8798478,3,3,1,1,0,0,1,1,0,3,0,3,None,None,226.7591364,152.671471,0.660607474,0.269929648,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('Dolores Street', 'Dorland Street')",-122.4261625,37.7621812,3,4,2,1,0,0,2,1,0,3,0,4,None,None,162.1714195,104.4638071,0.182965313,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 5}","{'residential': 1, 'tertiary': 1, 'cycleway': 6}",25,25,25,25,2,1,0,2,2,0
"('Dolores Street', 'Hidalgo Terrace')",-122.4266326,37.76706075,3,4,2,1,0,0,2,1,0,3,0,4,None,None,162.1230855,97.52817852,0.086648601,0,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 5}",25,25,25,25,2,1,0,2,2,0
"('Donahue Avenue', 'Johnson Street')",-122.4834292,37.8594956,4,4,1,1,1,0,1,1,0,4,0,4,None,None,99.37780015,142.1794924,2.337594101,0,-1,80.00085673,no,0,0,None,"{'residential': 2, 'cycleway': 4, 'track': 1}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('Donahue Street', 'Drake Avenue')",-122.5118286,37.8734153,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.44972015,117.2594364,0.489144954,0.046080875,66.70886287,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 3}","{'residential': 1, 'tertiary': 1, 'cycleway': 3}",25,25,25,25,1,2,0,1,2,0
"('Donahue Street', 'Egbert Avenue')",-122.3814045,37.716268,2,2,1,1,0,0,1,1,0,2,0,2,None,None,16.42974969,90.2629542,0.002521736,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Donahue Street', 'Galvez Avenue')",-122.369257,37.729782,2,2,1,1,0,0,1,1,0,2,0,2,None,None,49.95404167,64.54353013,0.719418345,0.008130063,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('Donahue Street', 'Gilman Avenue')",-122.3825241,37.715055,3,3,3,1,0,0,3,1,0,3,0,3,None,None,42.00666457,90.66929651,0.018716478,0.000504684,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",40,25,40,25,0,3,0,0,3,0
"('Donahue Street', 'Headlands Court')",-122.5187532,37.8765748,3,3,1,1,0,0,1,1,0,3,0,3,None,None,58.58108637,80.00063597,0.485370161,0.12955974,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 1, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
